ID,Rating,Paygrade,Exam_Area,Subject,Concentration,Question,Answer_A,Answer_B,Answer_C,Answer_D,Correct_Answer,Source_Manual,Source_File,Source_URL,Page,Manual_Edition,Verbatim_Quote,Quote_Verified,Check_Notes,Judge_Verdict,Judge_Notes
ADV641,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,Within how many days of receiving an expedited transfer request must the CO make an approval or disapproval recommendation?,10 days,30 days,Five days,72 hours,C,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1157,"CH-78, 7 Feb 2022",make an approval or disapproval recommendation of the request within five days of receiving the request.,PASS,Found on stated page.,PASS,
ADV642,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,Within how many days must the flag/general officer or SES-equivalent provide written approval or disapproval of an expedited transfer request after receiving the command-level recommendation?,10 days,72 hours,Five days,30 days,C,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1160,"CH-78, 7 Feb 2022",The flag or general officer or SES-equivalent must provide written approval or disapproval (exhibit 5) of the request within five days of receipt of the command-level recommendation.,PASS,Found on stated page.,PASS,
ADV643,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"In most circumstances, expedited transfers to a different installation are completed within how many calendar days from the date the transfer is approved by the command and submitted to PERS-454?",90 calendar days,30 calendar days,60 calendar days,7 calendar days,B,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1156,"CH-78, 7 Feb 2022","In most circumstances, expedited transfers to a different installation are completed within 30 calendar days from the date the transfer is approved by the Service member’s command and submitted to PERS-454.",PASS,Found on stated page.,PASS,
ADV644,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,Expedited transfers to a new duty location that do not require a change of station move are normally completed within what time?,24 hours,1 week from the date the transfer is approved and received by PERS-454,90 days,30 calendar days,B,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1156,"CH-78, 7 Feb 2022",Expedited transfers to a new duty location that do not require a change of station move are normally completed within 1 week from the date the transfer is approved by the Service member’s command and received by PERS-454.,PASS,Found on stated page.,PASS,
ADV645,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,What constitutes acknowledgement that an expedited transfer request has been approved and fulfilled?,The detach date,Signing the CO's endorsement,Receipt of orders by the command,"Execution of PCS, PCA, or TEMDU orders by the requesting Service member",D,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1156,"CH-78, 7 Feb 2022","Execution of PCS, PCA, or TEMDU orders by the requesting Service member will constitute acknowledgement that the expedited transfer request has been approved and fulfilled.",PASS,Found on stated page.,PASS,
ADV646,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"Where must all correspondence related to expedited transfer requests, approvals, denials, or withdrawals be forwarded?",By e-mail to PERS-454 at expd_trf.fct@navy.mil,By fax to the MyNavy Career Center,By naval message to NAVPERSCOM,Through the detailer only,A,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1156,"CH-78, 7 Feb 2022","All correspondence related to expedited transfer requests, approvals, denials, or withdrawals must be forwarded via e-mail to PERS-454 at expd_trf.fct@navy.mil",PASS,Found on stated page.,PASS,
ADV647,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,How long are approved expedited transfer documents retained on file?,Until the member's next PRD,1 year from date of approval,3 years from date of approval,5 years from date of approval,C,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1159,"CH-78, 7 Feb 2022","All documents will be retained on file for a period of 3 years from date of approval, including:",PASS,Found on stated page.,PASS,
ADV648,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"Under the expedited transfer policy, a Service member may request a transfer on behalf of an adult military dependent who has made an allegation of what?",Sexual assault that is not domestic abuse-related,Domestic abuse,Any offense under the UCMJ,Stalking only,A,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1149,"CH-78, 7 Feb 2022",expanded the expedited transfer policy to include Service members’ ability to request an expedited transfer if they have adult military dependent who has made an allegation of sexual assault that is not domestic abuse-related.,PASS,Found on stated page.,PASS,
ADV649,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,The expedited transfer policy is intended to address situations in which victims feel what?,Overworked,Unsafe and in fear of their life,Ready for advancement,"Safe, but uncomfortable, in their current environment",D,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1149,"CH-78, 7 Feb 2022","The expedited transfer policy is intended to address situations in which Service member victims or adult military dependents feel safe, but uncomfortable, in their current environment",PASS,Found on stated page.,PASS,
ADV650,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,Which notification must the losing CO make when an expedited transfer decision is made?,Notify the losing SARC and the Service member victim in writing,Notify the Chief of Naval Personnel,Notify the gaining SARC only,Notify the alleged offender's CO,A,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1153,"CH-78, 7 Feb 2022",Must notify the losing sexual assault response coordinator (SARC) and the Service member victim in writing when the expedited transfer decision is made,PASS,Found on stated page.,PASS,
ADV651,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,May the reason for an expedited transfer be mentioned in the Service member's detachment evaluation?,"Yes, if the CO approves","Yes, in the comments section","No, no mention of the reason for transfer will be made","Yes, if the SARC requests",C,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1153,"CH-78, 7 Feb 2022",No mention of reason for transfer will be made within the evaluation.,PASS,Found on stated page.,PASS,
ADV652,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"Once a determination has been made that the report is credible, what presumption must be established?",A presumption in favor of transferring the alleged offender,No presumption is made,A presumption against transferring the victim,A presumption in favor of transferring the Service member victim,D,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1158,"CH-78, 7 Feb 2022",A presumption must be established in favor of transferring the Service member victim once a determination has been made that the report is credible.,PASS,Found on stated page.,PASS,
ADV653,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,"For purposes of an expedited transfer, a report is credible when there are what?",Witnesses to the offense,A conviction at court-martial,A signed confession,Reasonable grounds to believe an offense occurred,D,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1157,"CH-78, 7 Feb 2022","Determine if the report is credible (i.e., reasonable grounds to believe an offense occurred)",PASS,Found on stated page.,PASS,
ADV654,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Expedited Transfers,How must a Service member withdraw an expedited transfer request?,"In writing to the CO, using exhibit 6",By failing to execute the orders,Verbally to the SARC,By e-mail to the detailer,A,MILPERSMAN 1300-1205,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1161,"CH-78, 7 Feb 2022",the request must be formally withdrawn by the Service member in writing to the CO (exhibit 6).,PASS,Found on stated page.,PASS,
ADV655,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Availability Processing,"When can availability report (AVAIL) status changes, corrections, or removals occur?",Only at the end of the quarter,At any time after the initial AVAIL,Only within 30 days of the initial AVAIL,Only before orders are issued,B,MILPERSMAN 1306-1706,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,2316,"CH-65, 15 Nov 2018","Status changes, including corrections, removal, or submission of a new availability report (AVAIL) can occur at any time after initial AVAIL.",PASS,Found on stated page.,PASS,
ADV656,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Availability Processing,Who notifies the servicing personnel support detachment or personnel office when a Service member's status changes so an AVAIL can be changed or deleted?,The command pay and personnel support administrator or other command representative,NAVPERSCOM (PERS-454),The type commander,The Service member's detailer,A,MILPERSMAN 1306-1706,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,2316,"CH-65, 15 Nov 2018","The command pay and personnel support administrator or other command representative will notify the servicing personnel support detachment, service center, or personnel office (as applicable) when changes to a Service member’s status occurs",PASS,Found on stated page.,PASS,
ADV657,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Availability Processing,"If orders have not been received and the AVAIL date is undetermined, what happens to the current AVAIL?",It is held until orders arrive,It is converted to a Class F AVAIL,It will be deleted,It remains on file unchanged,C,MILPERSMAN 1306-1706,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,2317,"CH-65, 15 Nov 2018","If orders have not been received and AVAIL date is undetermined, or if requiring formal order modification at a later date, current AVAIL will be deleted.",PASS,Found on stated page.,PASS,
ADV658,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Availability Processing,An AVAIL will be deleted if the Service member will no longer be transferring for which reason?,The member takes leave,The member will remain onboard or separate,The member's PRD is extended one month,The member changes rate,B,MILPERSMAN 1306-1706,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,2317,"CH-65, 15 Nov 2018","The AVAIL will be deleted if Service member will no longer be transferring (i.e., remain onboard, separate, etc.).",PASS,Found on stated page.,PASS,
ADV659,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Availability Processing,Changes and deletions of AVAILs are submitted to which office?,"NAVPERSCOM, Career Management Department (PERS-4)","NAVPERSCOM, Deployability Assessment Branch (PERS-454)",The servicing PSD only,NETC Accessions Distribution Branch,B,MILPERSMAN 1306-1706,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,2317,"CH-65, 15 Nov 2018","to NAVPERSCOM, Deployability Assessment Branch (PERS-454).",PASS,Found on stated page.,PASS,
ADV660,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Availability Processing,How should changes and deletions of AVAILs be submitted?,Only by naval message,Only by fax,Using the same method as the initial AVAIL submission,Only in person,C,MILPERSMAN 1306-1706,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,2317,"CH-65, 15 Nov 2018",Submit changes and deletions of AVAILs using the same method as the initial AVAIL submission,PASS,Found on stated page.,PASS,
ADV661,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Command Master Chief Program,What is the tour length for the Command Master Chief program?,48 months,24 months,30 months,36 months,D,MILPERSMAN 1306-935,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1976,"CH-18, 16 Mar 2007",c. Tour length will be 36 months.,PASS,Found on stated page.,PASS,
ADV662,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Command Master Chief Program,What is the required obligated service (OBLISERV) for the Command Master Chief program?,48 months,24 months,60 months,36 months,D,MILPERSMAN 1306-935,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1977,"CH-18, 16 Mar 2007",b. Required obligated service (OBLISERV) for this program is 36 months.,PASS,Found on stated page.,PASS,
